hcp_id,hcp_name,specialty,city,state,hospital_affiliation,hospital_type,decile,brand_affinity,monthly_rx_potential,years_in_practice,kol_flag,kol_score,territory_id
NPI_000310,Dr. Jo Lopez,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,8,SWITCHER,16,14,False,0,TER_SO_02
NPI_000311,Dr. Sarah Long,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,5,SWITCHER,6,25,False,0,TER_MI_01
NPI_000312,Dr. John Warren,Hemato-Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,13,34,False,0,TER_MO_01
NPI_000313,Dr. Joshua Butler,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,9,VEXORIN_LOYAL,15,17,True,4,TER_MO_02
NPI_000314,Dr. Christopher Nguyen,Medical Oncologist,Boston,MA,"Berg, Hickman and Bird Medical Center",Private Practice,7,SWITCHER,13,34,False,0,TER_NO_01
NPI_000315,Dr. William Larson,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,4,SWITCHER,7,26,False,0,TER_MI_01
NPI_000316,Dr. Curtis Strickland,Medical Oncologist,Boston,MA,Nguyen Group Medical Center,Private Practice,9,ZYLATEC_LOYAL,12,30,True,5,TER_NO_01
NPI_000317,Dr. Justin Scott,Pulmonologist,New York,NY,Morrow PLC Medical Center,Community Hospital,7,ZYLATEC_LOYAL,10,8,False,0,TER_NO_02
NPI_000318,Dr. Tina Perez,Medical Oncologist,Chicago,IL,"Hudson, Fowler and Powell Medical Center",Private Practice,10,ZYLATEC_LOYAL,19,25,False,0,TER_MI_01
NPI_000319,Dr. Sandra Thompson,Pulmonologist,Cleveland,OH,Johnson Group Medical Center,Teaching Hospital,8,SWITCHER,15,6,False,0,TER_MI_02
NPI_000320,Dr. George Rasmussen,Medical Oncologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,9,NO_PREFERENCE,13,20,False,0,TER_MO_03
NPI_000321,Dr. Stefanie Rogers,Medical Oncologist,Salt Lake City,UT,"Castro, Navarro and Blackburn Medical Center",Private Practice,10,VEXORIN_LOYAL,18,29,False,0,TER_MO_03
NPI_000322,Dr. Gregory Mendoza,Hemato-Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,10,NO_PREFERENCE,14,23,False,0,TER_SO_01
NPI_000323,Dr. Linda Rose,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,SWITCHER,12,29,False,0,TER_SO_02
NPI_000324,Dr. David Hill,Medical Oncologist,Denver,CO,"Mitchell, Watson and Frost Medical Center",Private Practice,10,ZYLATEC_LOYAL,18,26,False,0,TER_MO_01
NPI_000325,Dr. Samuel Ponce,Medical Oncologist,Philadelphia,PA,Tran PLC Medical Center,Private Practice,8,NO_PREFERENCE,10,32,False,0,TER_NO_03
NPI_000326,Dr. David Jones,Pulmonologist,Nashville,TN,Taylor-Hill Medical Center,Private Practice,10,ZYLATEC_LOYAL,20,16,False,0,TER_SO_03
NPI_000327,Dr. Melissa Chavez,Medical Oncologist,Denver,CO,Rosales Ltd Medical Center,Teaching Hospital,7,VEXORIN_LOYAL,13,24,False,0,TER_MO_01
NPI_000328,Dr. Michael Foster,Hemato-Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,SWITCHER,17,4,True,3,TER_SO_02
NPI_000329,Dr. Kenneth Cummings,Medical Oncologist,New York,NY,"Diaz, Perez and Roberts Medical Center",Community Hospital,1,ZYLATEC_LOYAL,1,11,False,0,TER_NO_02
NPI_000330,Dr. Jeffery Yoder,Hemato-Oncologist,New York,NY,Reyes-Bell Medical Center,Private Practice,7,NO_PREFERENCE,8,26,False,0,TER_NO_02
NPI_000331,Dr. Jennifer Hardy,Medical Oncologist,Denver,CO,"Benitez, Page and Johnson Medical Center",Community Hospital,7,VEXORIN_LOYAL,10,22,False,0,TER_MO_01
NPI_000332,Dr. Bill Vazquez,Pulmonologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,9,VEXORIN_LOYAL,11,16,False,0,TER_NO_02
NPI_000333,Dr. Lauren Payne,Medical Oncologist,Philadelphia,PA,Harper-Park Medical Center,Teaching Hospital,6,VEXORIN_LOYAL,10,10,False,0,TER_NO_03
NPI_000334,Dr. Charles Hicks,Hemato-Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,8,VEXORIN_LOYAL,12,9,True,4,TER_SO_03
NPI_000335,Dr. Amanda Abbott,Hemato-Oncologist,Los Angeles,CA,Lang and Sons Medical Center,Private Practice,5,SWITCHER,6,12,False,0,TER_PA_01
NPI_000336,Dr. Christina Hernandez,Medical Oncologist,Chicago,IL,Barrett-Anderson Medical Center,Teaching Hospital,8,VEXORIN_LOYAL,12,16,False,0,TER_MI_01
NPI_000337,Dr. Jerry Harrell,Medical Oncologist,San Francisco,CA,"Vang, Woods and Rivera Medical Center",Teaching Hospital,7,NO_PREFERENCE,8,9,False,0,TER_PA_02
NPI_000338,Dr. Mary Powell,Medical Oncologist,Boston,MA,Torres-Patton Medical Center,Teaching Hospital,5,ZYLATEC_LOYAL,7,11,False,0,TER_NO_01
NPI_000339,Dr. Valerie Calderon,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,9,SWITCHER,16,21,False,0,TER_PA_02
NPI_000340,Dr. Gary Smith,Pulmonologist,Minneapolis,MN,Shelton-Young Medical Center,Teaching Hospital,10,ZYLATEC_LOYAL,16,35,True,4,TER_MI_03
NPI_000341,Dr. Rebecca Guzman,Medical Oncologist,Salt Lake City,UT,Campos-Swanson Medical Center,Private Practice,3,NO_PREFERENCE,4,10,False,0,TER_MO_03
NPI_000342,Dr. Manuel Hendrix,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,9,NO_PREFERENCE,10,26,False,0,TER_PA_02
NPI_000343,Dr. Anna Johnson,Medical Oncologist,Nashville,TN,Hoffman Inc Medical Center,Teaching Hospital,10,ZYLATEC_LOYAL,18,33,False,0,TER_SO_03
NPI_000344,Dr. Larry Jackson,Pulmonologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,2,ZYLATEC_LOYAL,2,6,False,0,TER_PA_02
NPI_000345,Dr. Eugene Garcia,Hemato-Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,7,SWITCHER,13,30,False,0,TER_MI_03
NPI_000346,Dr. George Hernandez,Pulmonologist,Boston,MA,"Savage, Knight and Thomas Medical Center",Teaching Hospital,4,SWITCHER,5,22,False,0,TER_NO_01
NPI_000347,Dr. Michael Key,Medical Oncologist,Seattle,WA,"White, Hernandez and Wu Medical Center",Community Hospital,10,VEXORIN_LOYAL,14,7,False,0,TER_PA_03
NPI_000348,Dr. Cory Jefferson,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,10,ZYLATEC_LOYAL,20,10,False,0,TER_MI_01
NPI_000349,Dr. Julie Moran,Pulmonologist,Boston,MA,Walters-Clarke Medical Center,Teaching Hospital,7,SWITCHER,9,11,False,0,TER_NO_01
NPI_000350,Dr. Kevin Dixon,Pulmonologist,Philadelphia,PA,Thompson Inc Medical Center,Community Hospital,5,SWITCHER,9,19,False,0,TER_NO_03
NPI_000351,Dr. Robin Moran,Medical Oncologist,Philadelphia,PA,"Rosales, Carter and Jones Medical Center",Private Practice,5,ZYLATEC_LOYAL,9,4,False,0,TER_NO_03
NPI_000352,Dr. Joseph Lewis,Medical Oncologist,Nashville,TN,"Martinez, Owen and Howard Medical Center",Teaching Hospital,8,ZYLATEC_LOYAL,16,7,False,0,TER_SO_03
NPI_000353,Dr. Caitlin Webster,Medical Oncologist,New York,NY,Benton-Simmons Medical Center,Private Practice,3,VEXORIN_LOYAL,4,9,False,0,TER_NO_02
NPI_000354,Dr. Nicole Castillo,Hemato-Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,9,SWITCHER,10,3,True,4,TER_SO_01
NPI_000355,Dr. Michael Hensley,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,10,NO_PREFERENCE,12,29,True,3,TER_SO_01
NPI_000356,Dr. Sheila Hill,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,9,VEXORIN_LOYAL,13,35,False,0,TER_SO_02
NPI_000357,Dr. Jill Butler,Medical Oncologist,Houston,TX,"Oliver, Marsh and Lee Medical Center",Teaching Hospital,6,VEXORIN_LOYAL,9,32,False,0,TER_SO_01
NPI_000358,Dr. Lisa Perez,Hemato-Oncologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,9,VEXORIN_LOYAL,14,26,True,5,TER_MO_03
NPI_000359,Dr. Jeffery Mooney,Pulmonologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,9,ZYLATEC_LOYAL,18,15,False,0,TER_MO_01
NPI_000360,Dr. Tiffany Gallegos,Medical Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,10,NO_PREFERENCE,12,25,False,0,TER_NO_02
NPI_000361,Dr. Jessica Diaz,Pulmonologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,1,SWITCHER,1,22,False,0,TER_PA_01
NPI_000362,Dr. David Levy,Medical Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,8,SWITCHER,10,12,False,0,TER_SO_03
NPI_000363,Dr. Brenda Brown,Medical Oncologist,Phoenix,AZ,West PLC Medical Center,Private Practice,10,SWITCHER,18,26,False,0,TER_MO_02
NPI_000364,Dr. Andrew Torres,Pulmonologist,Chicago,IL,Singh Group Medical Center,Teaching Hospital,8,SWITCHER,12,6,False,0,TER_MI_01
NPI_000365,Dr. Jackie Murphy,Hemato-Oncologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,6,ZYLATEC_LOYAL,11,23,False,0,TER_NO_03
NPI_000366,Dr. Eric Castillo,Medical Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,6,ZYLATEC_LOYAL,11,9,False,0,TER_MO_01
NPI_000367,Dr. Brittany Warren,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,5,ZYLATEC_LOYAL,8,16,False,0,TER_PA_02
NPI_000368,Dr. Michelle Henderson,Medical Oncologist,Denver,CO,Pierce-Hall Medical Center,Private Practice,8,VEXORIN_LOYAL,15,22,False,0,TER_MO_01
NPI_000369,Dr. Elizabeth Fuentes,Pulmonologist,Seattle,WA,"Miller, Cole and Cross Medical Center",Private Practice,3,ZYLATEC_LOYAL,3,18,False,0,TER_PA_03
NPI_000370,Dr. Susan Medina,Hemato-Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,7,ZYLATEC_LOYAL,13,14,False,0,TER_PA_03
NPI_000371,Dr. Joan Martin,Medical Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,7,SWITCHER,9,32,False,0,TER_SO_03
NPI_000372,Dr. Michael Wilson,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,10,VEXORIN_LOYAL,19,17,True,4,TER_SO_02
NPI_000373,Dr. Stacey Mathis,Medical Oncologist,Chicago,IL,"Cardenas, Murphy and Hall Medical Center",Teaching Hospital,9,SWITCHER,12,7,True,3,TER_MI_01
NPI_000374,Dr. James Melton,Medical Oncologist,Cleveland,OH,"Cervantes, Mayo and Delgado Medical Center",Private Practice,9,VEXORIN_LOYAL,17,24,True,4,TER_MI_02
NPI_000375,Dr. Stephanie Morris,Medical Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,10,SWITCHER,16,27,False,0,TER_NO_02
NPI_000376,Dr. Richard Johnson,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,6,ZYLATEC_LOYAL,11,5,False,0,TER_PA_02
NPI_000377,Dr. Michael Melton,Pulmonologist,Denver,CO,Smith Inc Medical Center,Teaching Hospital,9,SWITCHER,17,33,True,4,TER_MO_01
NPI_000378,Dr. Christina Murray,Medical Oncologist,Seattle,WA,Higgins-Anderson Medical Center,Teaching Hospital,8,SWITCHER,11,4,False,0,TER_PA_03
NPI_000379,Dr. Alex Trujillo,Pulmonologist,Cleveland,OH,Stewart and Sons Medical Center,Teaching Hospital,7,SWITCHER,14,35,False,0,TER_MI_02
NPI_000380,Dr. Rebecca Young,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,6,SWITCHER,7,20,False,0,TER_NO_01
NPI_000381,Dr. Gregory Wheeler,Medical Oncologist,Nashville,TN,Morris-Wallace Medical Center,Teaching Hospital,10,SWITCHER,20,13,True,5,TER_SO_03
NPI_000382,Dr. Dustin Kerr,Medical Oncologist,Phoenix,AZ,"White, Miller and Brown Medical Center",Private Practice,8,SWITCHER,15,17,False,0,TER_MO_02
NPI_000383,Dr. Michael Pearson,Hemato-Oncologist,Seattle,WA,Meyers Group Medical Center,Community Hospital,7,NO_PREFERENCE,9,18,False,0,TER_PA_03
NPI_000384,Dr. Jordan Harris,Pulmonologist,Cleveland,OH,"Tate, Carney and Mcbride Medical Center",Teaching Hospital,10,NO_PREFERENCE,12,25,False,0,TER_MI_02
NPI_000385,Dr. Katherine Bell,Pulmonologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,8,NO_PREFERENCE,15,34,False,0,TER_SO_03
NPI_000386,Dr. Kara Hunter,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,3,SWITCHER,3,33,False,0,TER_SO_01
NPI_000387,Dr. Brandi Gray,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,10,VEXORIN_LOYAL,18,23,True,3,TER_SO_01
NPI_000388,Dr. Sara Morgan,Pulmonologist,Philadelphia,PA,Fox-Beck Medical Center,Private Practice,10,NO_PREFERENCE,19,7,False,0,TER_NO_03
NPI_000389,Dr. Ashley Doyle,Hemato-Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,7,ZYLATEC_LOYAL,9,13,False,0,TER_MO_02
NPI_000390,Dr. Lisa Krueger,Pulmonologist,Salt Lake City,UT,Parrish-Kane Medical Center,Teaching Hospital,8,SWITCHER,11,25,True,5,TER_MO_03
NPI_000391,Dr. Stacey Henry,Hemato-Oncologist,Los Angeles,CA,Mays LLC Medical Center,Teaching Hospital,7,ZYLATEC_LOYAL,9,3,False,0,TER_PA_01
NPI_000392,Dr. Sabrina Perez,Hemato-Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,10,NO_PREFERENCE,20,5,True,4,TER_PA_01
NPI_000393,Dr. Cathy Oliver,Hemato-Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,10,SWITCHER,20,12,False,0,TER_PA_02
NPI_000394,Dr. Morgan Thompson,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,7,SWITCHER,14,24,False,0,TER_SO_01
NPI_000395,Dr. Sarah Ayala,Medical Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,6,VEXORIN_LOYAL,8,9,False,0,TER_NO_02
NPI_000396,Dr. Charles Peterson,Pulmonologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,3,ZYLATEC_LOYAL,4,29,False,0,TER_SO_03
NPI_000397,Dr. Timothy Oneill,Medical Oncologist,Los Angeles,CA,Nguyen-Fox Medical Center,Teaching Hospital,7,VEXORIN_LOYAL,11,17,False,0,TER_PA_01
NPI_000398,Dr. Craig Shaw,Medical Oncologist,Boston,MA,"Salinas, Fuentes and Watts Medical Center",Private Practice,4,ZYLATEC_LOYAL,5,9,False,0,TER_NO_01
NPI_000399,Dr. Timothy Alexander,Medical Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,5,SWITCHER,8,8,False,0,TER_MI_02
NPI_000400,Dr. Samantha Moore,Medical Oncologist,Seattle,WA,Edwards-Nguyen Medical Center,Private Practice,10,SWITCHER,15,13,False,0,TER_PA_03
NPI_000401,Dr. Alicia Elliott,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,3,NO_PREFERENCE,4,19,False,0,TER_SO_01
NPI_000402,Dr. Eric Watkins,Pulmonologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,7,ZYLATEC_LOYAL,11,34,False,0,TER_SO_03
NPI_000403,Dr. Joseph Cruz,Medical Oncologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,7,ZYLATEC_LOYAL,12,33,False,0,TER_MO_03
NPI_000404,Dr. Megan Larson,Medical Oncologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,2,ZYLATEC_LOYAL,2,10,False,0,TER_PA_03
NPI_000405,Dr. Linda Simon,Medical Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,7,SWITCHER,8,27,False,0,TER_MO_01
NPI_000406,Dr. Ana Garcia,Medical Oncologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,10,ZYLATEC_LOYAL,14,32,True,4,TER_PA_02
NPI_000407,Dr. Kelly Williams,Pulmonologist,Houston,TX,"Reynolds, Weaver and Jones Medical Center",Teaching Hospital,5,VEXORIN_LOYAL,9,29,False,0,TER_SO_01
NPI_000408,Dr. Jennifer Hansen,Hemato-Oncologist,Los Angeles,CA,Norris-Rich Medical Center,Teaching Hospital,9,NO_PREFERENCE,17,29,False,0,TER_PA_01
NPI_000409,Dr. Joshua Zamora,Pulmonologist,New York,NY,Robinson-Norman Medical Center,Teaching Hospital,10,ZYLATEC_LOYAL,14,28,False,0,TER_NO_02
NPI_000410,Dr. Herbert Carroll,Pulmonologist,Salt Lake City,UT,Harris and Sons Medical Center,Community Hospital,8,NO_PREFERENCE,14,12,True,4,TER_MO_03
NPI_000411,Dr. Tiffany Hampton,Medical Oncologist,Chicago,IL,"Hess, Vega and Edwards Medical Center",Community Hospital,10,NO_PREFERENCE,13,30,True,5,TER_MI_01
NPI_000412,Dr. Michael Stevenson,Medical Oncologist,New York,NY,Richard-Tate Medical Center,Teaching Hospital,10,NO_PREFERENCE,14,7,True,5,TER_NO_02
NPI_000413,Dr. Susan Gray,Medical Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,7,SWITCHER,13,29,False,0,TER_SO_02
NPI_000414,Dr. Elizabeth Owens,Medical Oncologist,Boston,MA,Wong Ltd Medical Center,Teaching Hospital,5,SWITCHER,10,9,False,0,TER_NO_01
NPI_000415,Dr. Madison Wilson,Hemato-Oncologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,8,ZYLATEC_LOYAL,13,25,False,0,TER_NO_02
NPI_000416,Dr. Andrew Norris,Medical Oncologist,San Francisco,CA,Thompson-Hansen Medical Center,Teaching Hospital,9,SWITCHER,12,28,True,5,TER_PA_02
NPI_000417,Dr. Andrew Oneal,Pulmonologist,Philadelphia,PA,Penn Medicine Abramson Cancer Center,Cancer Center,7,NO_PREFERENCE,12,6,False,0,TER_NO_03
NPI_000418,Dr. Heather Mills,Pulmonologist,New York,NY,"Elliott, Wang and Reed Medical Center",Private Practice,10,VEXORIN_LOYAL,19,22,False,0,TER_NO_02
NPI_000419,Dr. Lindsey Campbell,Hemato-Oncologist,Denver,CO,"Williams, Tapia and Jones Medical Center",Teaching Hospital,10,NO_PREFERENCE,14,22,False,0,TER_MO_01
NPI_000420,Dr. Joel Preston,Medical Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,10,ZYLATEC_LOYAL,17,15,False,0,TER_MI_03
NPI_000421,Dr. Nicole Merritt,Hemato-Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,7,SWITCHER,10,6,False,0,TER_MI_01
NPI_000422,Dr. Sean Buchanan,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,5,SWITCHER,6,4,False,0,TER_MO_02
NPI_000423,Dr. Sheryl Ross,Medical Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,10,VEXORIN_LOYAL,12,6,False,0,TER_MI_02
NPI_000424,Dr. Frederick Long,Pulmonologist,Seattle,WA,"Conner, Carr and Collins Medical Center",Private Practice,6,SWITCHER,10,10,False,0,TER_PA_03
NPI_000425,Dr. Lisa Reyes,Pulmonologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,6,ZYLATEC_LOYAL,12,33,False,0,TER_MI_02
NPI_000426,Dr. Debra Moody,Pulmonologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,7,NO_PREFERENCE,13,8,False,0,TER_MI_01
NPI_000427,Dr. Kirk Dalton,Medical Oncologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,7,SWITCHER,14,17,False,0,TER_MI_03
NPI_000428,Dr. Andrew Cummings,Pulmonologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,9,ZYLATEC_LOYAL,10,3,False,0,TER_MI_03
NPI_000429,Dr. Joshua David,Medical Oncologist,San Francisco,CA,Johnson Inc Medical Center,Private Practice,5,ZYLATEC_LOYAL,8,22,False,0,TER_PA_02
NPI_000430,Dr. Robert Brown,Pulmonologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,9,NO_PREFERENCE,17,32,True,4,TER_SO_03
NPI_000431,Dr. Rachel Rhodes,Medical Oncologist,Salt Lake City,UT,"Hernandez, French and Smith Medical Center",Teaching Hospital,8,SWITCHER,9,26,False,0,TER_MO_03
NPI_000432,Dr. Alyssa Taylor,Pulmonologist,Minneapolis,MN,Richardson Group Medical Center,Teaching Hospital,6,SWITCHER,9,20,False,0,TER_MI_03
NPI_000433,Dr. David Le,Pulmonologist,Minneapolis,MN,Mayo Clinic Cancer Center,Cancer Center,10,SWITCHER,20,22,True,5,TER_MI_03
NPI_000434,Dr. Debra Jones,Pulmonologist,Nashville,TN,"Armstrong, Wall and Huffman Medical Center",Private Practice,10,NO_PREFERENCE,17,23,False,0,TER_SO_03
NPI_000435,Dr. Diamond Powers,Pulmonologist,Boston,MA,Martinez LLC Medical Center,Community Hospital,9,ZYLATEC_LOYAL,14,27,False,0,TER_NO_01
NPI_000436,Dr. Joshua Mitchell,Pulmonologist,Minneapolis,MN,Good LLC Medical Center,Private Practice,10,ZYLATEC_LOYAL,18,33,False,0,TER_MI_03
NPI_000437,Dr. Julie Rodriguez,Pulmonologist,Phoenix,AZ,Yu-Jones Medical Center,Private Practice,8,NO_PREFERENCE,15,14,True,4,TER_MO_02
NPI_000438,Dr. Katie Duarte,Medical Oncologist,Nashville,TN,Reyes-Richardson Medical Center,Private Practice,6,SWITCHER,8,24,False,0,TER_SO_03
NPI_000439,Dr. Jermaine Phillips,Pulmonologist,New York,NY,Memorial Sloan Kettering Cancer Center,Cancer Center,6,NO_PREFERENCE,9,24,False,0,TER_NO_02
NPI_000440,Dr. Randy Webster,Medical Oncologist,Chicago,IL,Northwestern Medicine Lurie Cancer Center,Cancer Center,9,VEXORIN_LOYAL,11,7,False,0,TER_MI_01
NPI_000441,Dr. Michael Morales,Medical Oncologist,Dallas,TX,Davis PLC Medical Center,Teaching Hospital,5,SWITCHER,7,12,False,0,TER_SO_02
NPI_000442,Dr. Jennifer Berry,Medical Oncologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,6,SWITCHER,12,32,False,0,TER_NO_01
NPI_000443,Dr. Ryan Williams,Medical Oncologist,Los Angeles,CA,Cedars-Sinai Samuel Oschin Cancer Center,Cancer Center,10,VEXORIN_LOYAL,14,14,False,0,TER_PA_01
NPI_000444,Dr. Susan Harris,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,8,SWITCHER,13,13,False,0,TER_MO_02
NPI_000445,Dr. Alexander Ferrell,Pulmonologist,San Francisco,CA,Freeman Ltd Medical Center,Teaching Hospital,4,SWITCHER,6,33,False,0,TER_PA_02
NPI_000446,Dr. Denise Lawrence,Medical Oncologist,Houston,TX,MD Anderson Cancer Center,Cancer Center,3,ZYLATEC_LOYAL,3,23,False,0,TER_SO_01
NPI_000447,Dr. Ashley Garza,Pulmonologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,8,VEXORIN_LOYAL,14,17,False,0,TER_SO_02
NPI_000448,Dr. Tyler Lawson,Medical Oncologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,5,SWITCHER,6,5,False,0,TER_MO_02
NPI_000449,Dr. Lindsey Hodge,Medical Oncologist,San Francisco,CA,Chavez PLC Medical Center,Teaching Hospital,7,SWITCHER,10,11,False,0,TER_PA_02
NPI_000450,Dr. Matthew Harris,Medical Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,10,VEXORIN_LOYAL,20,28,True,3,TER_MI_02
NPI_000451,Dr. Frank Zuniga,Pulmonologist,Minneapolis,MN,Duncan-Jackson Medical Center,Teaching Hospital,5,SWITCHER,6,26,False,0,TER_MI_03
NPI_000452,Dr. Diana Bernard,Pulmonologist,Boston,MA,Dana-Farber Cancer Institute,Cancer Center,10,SWITCHER,18,6,False,0,TER_NO_01
NPI_000453,Dr. Stephanie Wood,Medical Oncologist,Denver,CO,Romero Inc Medical Center,Private Practice,4,VEXORIN_LOYAL,5,31,False,0,TER_MO_01
NPI_000454,Dr. Crystal Farrell,Medical Oncologist,Salt Lake City,UT,Huntsman Cancer Institute,Cancer Center,8,VEXORIN_LOYAL,14,3,False,0,TER_MO_03
NPI_000455,Dr. Amanda Martin,Pulmonologist,San Francisco,CA,UCSF Helen Diller Cancer Center,Cancer Center,9,SWITCHER,11,9,False,0,TER_PA_02
NPI_000456,Dr. Jacqueline Pollard,Pulmonologist,Houston,TX,Kerr Inc Medical Center,Private Practice,6,SWITCHER,10,19,False,0,TER_SO_01
NPI_000457,Dr. Benjamin Howell,Hemato-Oncologist,Dallas,TX,UT Southwestern Simmons Cancer Center,Cancer Center,10,ZYLATEC_LOYAL,13,34,False,0,TER_SO_02
NPI_000458,Dr. Cynthia Martin,Pulmonologist,Seattle,WA,Seattle Cancer Care Alliance,Cancer Center,8,VEXORIN_LOYAL,10,10,False,0,TER_PA_03
NPI_000459,Dr. George Davis,Pulmonologist,Phoenix,AZ,Mayo Clinic Cancer Center Arizona,Cancer Center,5,SWITCHER,9,9,False,0,TER_MO_02
NPI_000460,Dr. Sherry Garcia,Hemato-Oncologist,Nashville,TN,Vanderbilt-Ingram Cancer Center,Cancer Center,9,NO_PREFERENCE,12,6,True,3,TER_SO_03
NPI_000461,Dr. Olivia Carter,Hemato-Oncologist,Cleveland,OH,Cleveland Clinic Taussig Cancer Institute,Cancer Center,10,SWITCHER,15,10,True,3,TER_MI_02
NPI_000462,Dr. Susan Gray,Medical Oncologist,Boston,MA,Woodard-Graves Medical Center,Teaching Hospital,5,ZYLATEC_LOYAL,10,20,False,0,TER_NO_01
NPI_000463,Dr. Stacey Gordon,Hemato-Oncologist,Nashville,TN,"Evans, Smith and Hoffman Medical Center",Private Practice,4,VEXORIN_LOYAL,6,32,False,0,TER_SO_03
NPI_000464,Dr. David Williams,Medical Oncologist,Dallas,TX,Williams LLC Medical Center,Private Practice,7,SWITCHER,12,13,False,0,TER_SO_02
NPI_000465,Dr. Tammy Crane,Medical Oncologist,Denver,CO,UCHealth University of Colorado Cancer Center,Cancer Center,9,NO_PREFERENCE,12,29,False,0,TER_MO_01
